"","CS12","CS14","CS17","CS19"
"SRSF5",0.798053399403298,0.59094553197212,0.913985530395491,0.791673485516623
"PGK1",1.60148483933454,0.994775620668887,0.448856501992592,0.626521718891511
"ZNF423",0.111303493686071,0.200570375710175,0.336756532951005,0.137937690916541
"CYB5B",0.424514675158073,0.331406437263871,0.35451336677373,0.178536570540991
"EIF3E",2.16105582480989,1.75510289598112,0.90356555759942,1.20059066973498
"GPI",0.659073807850502,0.458075903850747,0.889429929936637,0.429204192970561
"FKBP8",0.551191179165604,0.485599108548273,0.419799092897181,0.477783101353808
"NAMPT",0.340332059507768,0.267424791722253,0.159531857808019,0.141592122353458
"FGF8",0,0,0.00124958748831133,0
"SLC9A3R1",0.0842250954624224,0.0348261623607387,0.0280063170774641,0.0508697805677781
"KRT18",0.134856277923013,0.0140233280147818,0.00969185237933327,0.0196851723541928
"WNT5B",0.118996933605484,0.0500684560883985,0.0511967980610726,0.0377271812809901
"PTK7",0.154957383073033,0.110085012786101,0.219812098237941,0.0707196998841315
"CCNG1",0.628066954993393,0.360829349791241,0.2456388497887,0.197070266923493
"CDX1",0.00157916240500717,0,0,0
"FXR1",1.04182132057361,1.1750007464291,0.849059141922057,0.75952841511451
"C3orf52",0.00201333150318131,0.00271956515485832,0.00318417358463169,0
"SSR3",0.724405443082414,0.530396491881099,0.335502402727075,0.433504760956757
"DHCR24",0.452605014908577,0.287353639331057,0.178434596899423,0.260358462461973
"ACAT2",1.6961734038856,1.30099554085851,0.303476417561257,0.605734548527918
"LYPLA1",0.465056748639248,0.501154460140644,0.369913732089179,0.273520253116278
"MTIF3",0.514618082714045,0.621162848552693,0.274388052557019,0.297613227548637
"GLO1",0.899806471704523,0.589686247087203,0.267135432665974,0.430813640202594
"COX6B1",1.6842911563967,1.75747765685811,0.77810360939916,1.4637110437783
"DNAJC8",0.942421185114322,0.875971814906528,0.445586410549669,0.803494778740097
"PTPN12",0.215883479914946,0.247460821019605,0.403118542780345,0.233116669113603
"SAT1",0.168619689153977,0.325544565683456,0.116491847871054,0.15469175792844
"LDLR",0.246411541351466,0.110883878300233,0.224074694623068,0.0933852417433883
"EIF2S3",0.538416106400468,0.421205211957556,0.413969585051624,0.343234016399569
"TPT1",3.4723127088256,3.30819003786738,2.67611442160815,2.89545265585186
"LARS",0.574050073504155,0.72166016526353,0.743291167334465,0.735490752540862
"HSD17B4",0.30628194426631,0.217602424359264,0.296800592327418,0.262891006314186
"SLC38A2",0.308582459905818,0.38620539643716,0.569559068761531,0.343168866316563
"FST",0.106837154354266,0.0897011344296922,0.0586433683342216,0.0694403601679647
"YARS",0.172412475559793,0.170323477934953,0.104496091688569,0.122857444558897
"FADS2",0.394797875334638,0.329862354015633,0.428385173447208,0.302110110928177
"SPRY2",0.107141578326878,0.102424528263736,0.0787314387532402,0.116929999662005
"TXN",1.37424174556659,1.24905719875212,0.816087131376458,1.30222543075911
